LicenseType,Breed,Color,DogName,OwnerZip,ExpYear,ValidDate
Dog Individual Neutered Male,SHIH TZU,WHITE/BLACK,BUBBA,15241,2017,12/28/2016 16:13
Dog Individual Spayed Female,LAB MIX,BLACK,BOOTS,15017,2017,5/18/2017 13:36
Dog Individual Spayed Female,SIB HUSKY MIX,WHITE/BLACK/BROWN,ZOEE,15147,2017,1/4/2017 9:01
Dog Individual Spayed Female,SHETLAND SHEEPDOG,SABLE,LUCY,15239,2017,3/27/2017 13:23
Dog Individual Male,BOXER MIX,BLACK,LUCCA,15046,2017,5/22/2017 15:45
Dog Individual Neutered Male,LAB MIX,BLACK,RUUTU,15235,2017,6/26/2017 14:19
Dog Individual Spayed Female,BICHON FRISE,WHITE,LAGUNA,15108,2017,12/28/2016 16:14
Dog Senior Citizen or Disability Spayed Female,CHIHUAHUA MIX,BRINDLE,SOPHIE,15102,2017,2/15/2017 8:41
Dog Individual Neutered Male,ENGLISH MASTIFF,FAWN,KIRBY,15218,2017,12/13/2016 14:16
Dog Individual Spayed Female,CAV KING CHAR SPANI,BLACK/TAN,NASTIA,15241,2017,4/19/2017 14:57
Dog Individual Spayed Female,BEAGLE,WHITE/BLACK/BROWN,BELLA,15090,2017,5/11/2017 9:06
Dog Senior Citizen or Disability Spayed Female,GER SHEPHERD MIX,BROWN,KIA,15116,2017,1/10/2017 11:32
Dog Senior Citizen or Disability Duplicate,GER SHEPHERD MIX,BROWN,KIA,15116,2017,7/7/2017 9:11
Dog Individual Spayed Female,MIXED,GOLD,BISCUIT,15237,2017,4/27/2017 15:54
Dog Senior Citizen or Disability Neutered Male,COCKER SPANIEL,BEIGE,LUCKEE,15202,2017,12/16/2016 15:21
Dog Individual Neutered Male,GER SHEPHERD,BLACK,BARON,15146,2017,12/16/2016 9:08
Dog Senior Citizen or Disability Neutered Male,TERRIER MIX,WHITE/BLACK,DOMINO,15235,2017,1/4/2017 15:04
Dog Individual Female,ROTTWEILER,BLACK,LADY DUTCHESS,15136,2017,3/9/2017 15:02
Dog Individual Spayed Female,ROTTWEILER,BLACK,LADY DUTCHESS,15136,2017,3/9/2017 15:02
Dog Senior Citizen or Disability Spayed Female,COCKAPOO,BEIGE,MADISON,15228,2017,1/13/2017 8:45
Dog Individual Neutered Male,LABRADOR RETRIEVER,BLACK,SPENCER,15243,2017,3/16/2017 13:51
Dog Individual Female,MIXED,BLACK/BROWN,SNICKERS,15116,2017,12/12/2016 13:35
Dog Individual Neutered Male,CAIRN TERRIER,BROWN,MICKEY,15215,2017,5/3/2017 9:32
Dog Individual Female,MIXED,BLACK,SAMMY,15112,2017,1/12/2017 14:15
Dog Individual Spayed Female,LAB MIX,BLACK,LUCY,15241,2017,2/23/2017 14:47
Dog Individual Spayed Female,AM PIT BULL TERRIER,WHITE,PINKY,15241,2017,2/23/2017 14:47
Dog Senior Citizen or Disability Neutered Male,BRUSSELS GRIFFON,BEIGE,GRIFFIN,15239,2017,1/10/2017 10:04
Dog Senior Citizen or Disability Female,SHIH TZU,WHITE/BROWN,BABY MIDGE,15126,2017,2/3/2017 9:57
Dog Individual Neutered Male,GOLDEN RETRIEVER,WHITE,KOBI,15142,2017,12/1/2016 16:07
Dog Individual Spayed Female,GOLDEN RETRIEVER,BLONDE,LILY BLACK,15239,2017,5/9/2017 16:32
Dog Senior Citizen or Disability Neutered Male,MIXED,BROWN,CHUCKY T,15147,2017,12/12/2016 16:17
Dog Individual Spayed Female,MIXED,BROWN,MADDIE,15126,2017,7/3/2017 16:07
Dog Individual Spayed Female,BEAGLE,WHITE/BLACK/BROWN,EMILY,15214,2017,1/26/2017 16:04
Dog Senior Citizen or Disability Spayed Female,TERRIER MIX,BLACK,SADIE,15218,2017,12/23/2016 9:12
Dog Senior Citizen or Disability Spayed Female,TERRIER MIX,BLACK,SADIE,15218,2017,12/23/2016 9:12
Dog Senior Citizen or Disability Spayed Female,TERRIER MIX,BLACK,SADIE,15218,2017,
Dog Senior Citizen or Disability Spayed Female,TERRIER MIX,BLACK,SADIE,15218,2017,1/26/2017 8:52
Dog Individual Spayed Female,AM PITT BULL MIX,BROWN,BAILEY,15116,2017,2/23/2017 15:00
Dog Individual Spayed Female,POODLE STANDARD,MULTI,IVANKA,15142,2017,7/28/2017 12:38
Dog Individual Neutered Male,DACHSHUND,RED,THEODORE,15243,2017,1/10/2017 10:04
Dog Individual Neutered Male,COCKAPOO,BLACK,DASH,15090,2017,1/5/2017 8:40
Dog Individual Neutered Male,COCKAPOO,BLACK,DASH,15090,2017,1/4/2017 10:17
Dog Individual Male,GER SHEPHERD,BLACK/TAN,POO,15235,2017,4/24/2017 9:18
Dog Individual Spayed Female,MIXED,YELLOW,DAISY,15227,2017,1/10/2017 15:55
Dog Individual Neutered Male,POMERANIAN,BROWN,JACK,15122,2017,8/3/2017 16:19
Dog Individual Neutered Male,CHIHUAHUA,BROWN,PABLO,15642,2017,5/3/2017 14:44
Dog Senior Citizen or Disability Neutered Male,PUG,WHITE/BLACK,MUGSY,15065,2017,12/29/2016 15:33
Dog Individual Spayed Female,LABRADOR RETRIEVER,BLACK,KENZI,15102,2017,2/15/2017 14:00
Dog Senior Citizen or Disability Neutered Male,TAG,BLACK/TAN,OSCAR LAU,15146,2017,
Dog Senior Citizen or Disability Neutered Male,TAG,BLACK/TAN,OSCAR LAU,15146,2017,6/20/2017 15:35
Dog Individual Spayed Female,ITALIAN GREYHOUND,BROWN,JACEE GINA MCCLINTOCK,15146,2017,8/24/2017 14:20
Dog Individual Neutered Male,COCKER SPANIEL,BLACK,SHADOW,15017,2017,6/9/2017 15:24
Dog Individual Spayed Female,ROTTWEILER MIX,BLACK/BROWN,BUGG,15132,2017,7/31/2017 14:54
Dog Individual Neutered Male,GOLDEN RETRIEVER,GOLD,BUCK,15024,2017,12/14/2016 12:39
Dog Individual Neutered Male,RHODESIAN RIDGEBACK,BROWN,CHESNEY,15044,2017,5/3/2017 14:45
Dog Individual Male,AM PITT BULL MIX,WHITE/BROWN,KING,15210,2017,10/25/2017 10:50
Dog Individual Neutered Male,GOLDENDOODLE,TAN,JAKE,15143,2017,2/27/2017 16:26
Dog Individual Neutered Male,SHIH TZU,WHITE,OLLIE,15063,2017,2/28/2017 16:01
Dog Individual Neutered Male,AUS CATTLE DOG,BROWN,BRODY,15037,2017,1/9/2017 11:07
Dog Individual Spayed Female,AUS CATTLE DOG,WHITE,BAILEY,15037,2017,1/9/2017 11:07
Dog Individual Female,AUS CATTLE DOG,BLACK,GRIFTER,15235,2017,12/12/2016 13:35
Dog Senior Citizen or Disability Spayed Female,MIXED,.,AMBER,15137,2017,8/1/2017 13:18
Dog Senior Citizen or Disability Spayed Female,POODLE MIX,TAN,NIKKI,15101,2017,12/14/2016 8:40
Dog Individual Neutered Male,WELSH CORGI CARDIGA,BLACK/BROWN,MILO,15215,2017,2/2/2017 9:43
Dog Individual Neutered Male,BEAGLE,WHITE/BLACK/BROWN,KENTUCKY'S BANDIT,15209,2017,3/6/2017 16:02
Dog Individual Neutered Male,BEAGLE MIX,BLACK/BROWN,HEATH,15241,2017,1/17/2017 8:41
Dog Senior Citizen or Disability Male,MIXED,WHITE,SAMMY,15205,2017,6/5/2017 14:41
Dog Individual Spayed Female,COCKAPOO,SPOTTED,SUNNY,15102,2017,2/15/2017 15:53
Dog Individual Neutered Male,PUG,FAWN,OSCAR,15205,2017,4/25/2017 14:17
Dog Individual Neutered Male,MIXED,BLACK/BROWN,COCO,15220,2017,1/6/2017 15:17
Dog Individual Neutered Male,GOLDEN RETRIEVER,GOLD,WILLIE,15238,2017,1/9/2017 14:20
Dog Individual Spayed Female,BEAGLE,WHITE/BLACK/BROWN,HALEY,15084,2017,2/24/2017 15:28
Dog Senior Citizen or Disability Female,ST BERNARD,BROWN,MURPHY,15131,2017,12/7/2016 12:11
Dog Individual Spayed Female,GER SHEPHERD MIX,BROWN,LUCY,15147,2017,2/9/2017 8:46
Dog Individual Neutered Male,LAB MIX,WHITE/BLACK,ACE,15044,2017,12/9/2016 8:58
Dog Individual Spayed Female,YORKSHIRE TERRIER,GREY,LILLY,15090,2017,1/26/2017 14:44
Dog Individual Neutered Male,AM PITT BULL MIX,BRINDLE,TRIGGER,15136,2017,10/23/2017 14:07
Dog Individual Neutered Male,ROTTWEILER,BLACK/BROWN,NIKO,15132,2017,12/15/2016 8:37
Dog Individual Male,ENGLISH MASTIFF,BLACK/BRINDLE,DOZER DADDY HOPSON,15235,2017,3/20/2017 8:41
Dog Senior Citizen or Disability Spayed Female,MIXED,WHITE,DUNCA,15209,2017,12/13/2016 10:52
Dog Individual Neutered Male,LABRADOODLE,BEIGE,OLLIE,15146,2017,5/8/2017 16:22
Dog Senior Citizen or Disability Male,HAVANESE,WHITE/BLACK,TUGBOAT,15238,2017,1/6/2017 11:42
Dog Senior Citizen or Disability Neutered Male,BOXER,BLACK WITH WHITE,POPPY DEE,15132,2017,12/15/2016 12:28
Dog Senior Citizen or Disability Spayed Female,COCKER SPANIEL,BROWN,QUEEN SHEBA,15147,2017,7/3/2017 14:18
Dog Senior Citizen or Disability Spayed Female,LAB MIX,BLACK,POP,15234,2017,12/30/2016 8:29
Dog Individual Spayed Female,CHIHUAHUA MIX,TAN,BELLA PAYNE,15051,2017,1/18/2017 16:11
Dog Individual Neutered Male,LAB MIX,RED,RUSTY,15071,2017,12/23/2016 9:12
Dog Individual Spayed Female,MIXED,BLACK/TAN,LOLA,15037,2017,1/4/2017 15:56
Dog Individual Spayed Female,GER SHORTHAIR POINT,SPOTTED,REMMIE,15063,2017,2/10/2017 8:37
Dog Senior Citizen or Disability Neutered Male,BOXER MIX,BROWN,SIDNEY,15237,2017,3/3/2017 14:14
Dog Individual Neutered Male,AM PITT BULL MIX,BROWN,DUKE,15131,2017,3/31/2017 14:28
Dog Senior Citizen or Disability Neutered Male,POODLE MIN,SPOTTED,PRINCE,15237,2017,12/14/2016 13:54
Dog Senior Citizen or Disability Spayed Female,CHIHUAHUA MIX,BLACK,CORRIE,15146,2017,1/5/2017 16:35
Dog Individual Neutered Male,LABRADOR RETRIEVER,SILVER,JACK,15017,2017,12/7/2016 9:57
Dog Senior Citizen or Disability Neutered Male,SHETLAND SHEEP MIX,SABLE/WHITE,LEVI,15090,2017,12/28/2016 8:42
Dog Senior Citizen or Disability Neutered Male,LABRADOR RETRIEVER,YELLOW,CHARLIE,15202,2017,12/15/2016 12:28
Dog Individual Spayed Female,BICHON FRISE,WHITE,SOPHIE,15101,2017,5/22/2017 11:05
Dog Senior Citizen or Disability Spayed Female,MIXED,BEIGE,SOPHIE,15221,2017,12/19/2016 15:41
Dog Individual Spayed Female,BEAGLE,BLACK,PATCHES,15025,2017,2/23/2017 16:07
Dog Senior Citizen or Disability Neutered Male,SHIH TZU,WHITE/BROWN,TROOPER,15102,2017,12/9/2016 9:00
Dog Individual Spayed Female,PEEKAPOO,BLACK,CRYSTAL CLAIRE,15101,2017,12/5/2016 16:06
Dog Senior Citizen or Disability Neutered Male,MIXED,WHITE/BLACK,OLIVER,15238,2017,12/14/2016 16:16
Dog Individual Spayed Female,GREAT DANE,SPOTTED,HEIDI,15143,2017,12/13/2016 15:24
Dog Individual Neutered Male,ENG SPRINGER SPANIE,SPOTTED,HERSHEY,15202,2017,2/1/2017 9:20
Dog Individual Neutered Male,GER SHEPHERD MIX,BLACK/BROWN,MAX,15116,2017,3/8/2017 16:00
Dog Senior Citizen or Disability Female,MIXED,BLACK/BROWN,CALLIE,15127,2017,3/3/2017 15:09
Dog Senior Citizen or Disability Spayed Female,TERRIER MIX,WHITE/BRINDLE,ELLIE,15132,2017,12/14/2016 15:14
Dog Senior Citizen or Disability Neutered Male,LABRADOR RETRIEVER,YELLOW,COOPER,15236,2017,3/15/2017 14:53
Dog Senior Citizen or Disability Spayed Female,LABRADOR RETRIEVER,BLONDE,GOLDIE,15229,2017,12/30/2016 8:29
Dog Individual Spayed Female,BEAGLE MIX,BLACK/BROWN,JOEY,15205,2017,1/4/2017 15:57
Dog Individual Neutered Male,LAB MIX,BLACK,SANTANA,15017,2017,12/29/2016 13:30
Dog Senior Citizen or Disability Spayed Female,LABRADOR RETRIEVER,BLACK,MIDNITE,15106,2017,12/14/2016 15:14
Dog Individual Male,BEAGLE MIX,WHITE/TAN,BUDDY,15003,2017,1/30/2017 13:52
Dog Individual Spayed Female,MIXED,TAN,HANNAH,15216,2017,2/2/2017 12:17
Dog Individual Spayed Female,JAPANESE CHIN,WHITE/BLACK,LILY,15108,2017,12/22/2016 16:28
Dog Senior Citizen or Disability Spayed Female,BEAGLE,WHITE/BLACK/BROWN,MOLLY,15221,2017,12/29/2016 15:33
Dog Senior Citizen or Disability Neutered Male,GER SHEPHERD MIX,BROWN,JEFF,15220,2017,1/9/2017 16:02
Dog Individual Neutered Male,MIXED,BROWN,RED,15228,2017,1/12/2017 10:26
Dog Senior Citizen or Disability Spayed Female,FLAT COATED RETRIEV,BLACK,REAGAN MARIE,15108,2017,12/16/2016 15:21
Dog Individual Spayed Female,LAB MIX,WHITE/BLACK,ABBY,15106,2017,8/24/2017 14:20
Dog Senior Citizen or Disability Neutered Male,BELG MALINOIS,BROWN,DOZIER,15238,2017,5/2/2017 9:00
Dog Individual Neutered Male,GOLDEN RETRIEVER,GOLD,BENTLEY,15237,2017,1/9/2017 15:26
Dog Individual Neutered Male,POMERANIAN,BLACK/RED,GUINNESS,15202,2017,3/7/2017 16:08
Dog Individual Neutered Male,SHIH TZU,WHITE,SNUGGLES,15221,2017,6/15/2017 15:11
Dog Senior Citizen or Disability Neutered Male,LABRADOR RETRIEVER,BROWN,DUTCH,15108,2017,4/24/2017 15:45
Dog Individual Spayed Female,POMERANIAN,ORANGE,ZOIE,15108,2017,1/23/2017 10:52
Dog Senior Citizen or Disability Spayed Female,WEIMARANER,GREY,GOLDIE,15227,2017,12/7/2016 15:41
Dog Individual Neutered Male,LABRADOR RETRIEVER,SILVER,STORM,15057,2017,4/19/2017 16:23
Dog Individual Spayed Female,AM PIT BULL TERRIER,SPOTTED,BEAUTY,15084,2017,3/28/2017 14:45
Dog Senior Citizen or Disability Neutered Male,AM PIT BULL TERRIER,BROWN,CHARLIE,15202,2017,2/17/2017 9:03
Dog Individual Spayed Female,COCKAPOO,TAN,HARLEY,15228,2017,12/14/2016 9:08
Dog Individual Spayed Female,LABRADOR RETRIEVER,BROWN,MADDIE,15044,2017,7/17/2017 16:03
Dog Senior Citizen or Disability Neutered Male,ROTTWEILER,BLACK,BOSTON LEGAL,15238,2017,5/5/2017 14:48
Dog Senior Citizen or Disability Neutered Male,CATAHOULA LEOPARD D,BLACK/FAWN,BEANIE,15237,2017,5/3/2017 16:22
Dog Senior Citizen or Disability Neutered Male,GOLDEN RETRIEVER,TAN,JACKSON,15218,2017,12/15/2016 16:07
Dog Individual Spayed Female,BEAGLE MIX,BLACK/BROWN,BUTTERBEAN,15235,2017,3/3/2017 8:37
Dog Individual Spayed Female,POINTER,SPOTTED,JENNY,15241,2017,1/11/2017 15:44
Dog Individual Spayed Female,MIXED,WHITE,MADDIE,15106,2017,12/20/2016 8:44
Dog Senior Citizen or Disability Spayed Female,SHEPHERD MIX,SABLE,RILEY,15239,2017,12/28/2016 8:42
Dog Individual Spayed Female,TERRIER MIX,BLACK/BROWN,MILLIE,15076,2017,2/6/2017 12:09
Dog Senior Citizen or Disability Spayed Female,BEAGLE MIX,BLACK/BROWN,HONEY,15237,2017,1/4/2017 8:39
Dog Senior Citizen or Disability Spayed Female,COCKER SPANIEL,SPOTTED,WINNIE,15101,2017,1/6/2017 15:49
Dog Individual Neutered Male,COCKAPOO,WHITE/BLACK,OREO,15237,2017,1/30/2017 16:33
Dog Individual Neutered Male,SHIH TZU,WHITE/LIVER,SCOOTER,15209,2017,6/12/2017 15:04
Dog Individual Spayed Female,PUGGLE,BROWN,CLOE,15237,2017,12/21/2016 15:31
Dog Senior Citizen or Disability Spayed Female,WEIMARANER,GREY,MAGGIE,15143,2017,4/27/2017 9:07
Dog Individual Spayed Female,LAB MIX,BROWN,SOPHIE,15227,2017,2/3/2017 15:52
Dog Individual Neutered Male,POODLE MIX,WHITE,MILO,15205,2017,12/13/2016 14:16
Dog Individual Spayed Female,YORKSHIRE TERRIER,.,MADELYN,15146,2017,1/3/2017 8:52
Dog Senior Citizen or Disability Spayed Female,YORKSHIRE TERRIER,.,MADELYN,15146,2017,1/3/2017 8:52
Dog Individual Neutered Male,CHIHUAHUA,BLACK,MICKEY,15101,2017,1/17/2017 15:35
Dog Senior Citizen or Disability Spayed Female,MIXED,BLACK/BROWN,CAYCE,15102,2017,12/19/2016 15:40
Dog Individual Spayed Female,PARSON RUSSELL TERR,WHITE,CARA,15090,2017,1/10/2017 16:33
Dog Individual Spayed Female,SIB HUSKY,GREY,PASHA,15238,2017,12/8/2016 16:26
Dog Senior Citizen or Disability Duplicate,LAB MIX,CREAM,ECHO,15225,2017,6/2/2017 15:55
Dog Senior Citizen or Disability Male,BOXER,RED,MAX,15106,2017,12/23/2016 14:48
Dog Individual Spayed Female,AUS SHEPHERD,MULTI,RILEY,15065,2017,1/4/2017 15:57
Dog Individual Female,ITALIAN GREYHOUND,RED/BROWN,BADGER,15215,2017,5/23/2017 12:18
Dog Individual Female,ITALIAN GREYHOUND,WHITE/RED,SOCKS,15215,2017,5/23/2017 12:18
Dog Individual Spayed Female,LABRADOR RETRIEVER,BLACK,RAVEN,15214,2017,2/17/2017 9:03
Dog Senior Citizen or Disability Neutered Male,GER SHEPHERD,BLACK/BROWN,DUKE,15236,2017,1/23/2017 9:45
Dog Individual Neutered Male,SHETLAND SHEEP MIX,WHITE,STRIKER,15238,2017,4/27/2017 15:55
Dog Individual Spayed Female,GOLDEN RETRIEVER,BROWN,MYA,15090,2017,5/1/2017 14:42
Dog Senior Citizen or Disability Neutered Male,ST BERNARD,MULTI,BEN,15147,2017,12/14/2016 8:41
Dog Individual Neutered Male,GOLDENDOODLE,BLACK,ROONEY,15102,2017,12/22/2016 8:41
Dog Individual Neutered Male,GOLDENDOODLE,BLACK,ROONEY,15102,2017,1/6/2017 15:04
Dog Senior Citizen or Disability Spayed Female,POODLE MIX,WHITE,BOO,15108,2017,12/16/2016 15:21
Dog Senior Citizen or Disability Spayed Female,ENG SPRINGER SPANIE,WHITE/BLACK,BIRDIE,15237,2017,4/26/2017 15:14
Dog Individual Male,GER SHEPHERD,SABLE,BARRON,15046,2017,4/25/2017 15:59
Dog Individual Female,GER SHORTHAIR POINT,WHITE/LIVER,LILLY,15116,2017,1/12/2017 16:34
Dog Individual Spayed Female,SHIH TZU,WHITE/BLACK,LIBBY LOU,15144,2017,3/24/2017 8:38
Dog Individual Female,LHASA APSO,SPOTTED,SAMMIE,15122,2017,2/13/2017 11:54
Dog Senior Citizen or Disability Female,SHETLAND SHEEPDOG,SABLE,LADY MAEVE MORNINGSTAR,15017,2017,12/14/2016 15:14
Dog Senior Citizen or Disability Spayed Female,BEAGLE,TRI-COLOR,TIPPY,15236,2017,12/13/2016 10:52
Dog Individual Neutered Male,BOSTON TERRIER,WHITE/BLACK,DARK,15235,2017,4/28/2017 10:42
Dog Individual Neutered Male,W HGHLND WH TERRIER,WHITE,TRUMAN,15237,2017,4/25/2017 14:18
Dog Individual Neutered Male,SHIH TZU,WHITE/BLACK,OREO,15229,2017,12/13/2016 15:09
Dog Senior Citizen or Disability Neutered Male,LAB MIX,BLACK,BUNKER,15017,2017,9/6/2017 11:09
Dog Individual Spayed Female,LAB MIX,BLACK,ROCKET,15101,2017,1/13/2017 8:45
Dog Senior Citizen or Disability Neutered Male,CHIHUAHUA,BROWN,DEXTER,15044,2017,1/9/2017 16:38
Dog Individual Male,SIB HUSKY,WHITE/RED,BAILEY,15137,2017,2/14/2017 16:10
Dog Individual Spayed Female,W HGHLND WH TERRIER,WHITE,REVA,15229,2017,3/1/2017 14:29
Dog Senior Citizen or Disability Spayed Female,DACHSHUND MIX,BRINDLE,ZOEY,15239,2017,12/15/2016 10:16
Dog Individual Neutered Male,YORKSHIRE TERRIER,BLACK/BROWN,JASPER,15241,2017,12/20/2016 9:43
Dog Senior Citizen or Disability Spayed Female,FOX TERRIER SMOOTH,WHITE/BLACK/BROWN,SIDNEY,15014,2017,1/5/2017 16:35
Dog Individual Spayed Female,BEAGLE,WHITE/BLACK/BROWN,PEANUT,15235,2017,1/19/2017 8:43
Dog Individual Spayed Female,SAMOYED,WHITE,SEA J,15146,2017,12/19/2016 16:08
Dog Individual Neutered Male,BOXER,BROWN,MARTY,15237,2017,1/5/2017 9:18
Dog Senior Citizen or Disability Spayed Female,LAB MIX,BLACK,ROXY,15017,2017,12/16/2016 15:42
Dog Individual Neutered Male,AM PIT BULL TERRIER,WHITE/BLACK,MASON,15131,2017,2/8/2017 14:10
Dog Senior Citizen or Disability Spayed Female,SHELTAND SHEEPDOG,.,LACY MARIE,15146,2017,12/9/2016 9:00
Dog Individual Spayed Female,LABRADOR RETRIEVER,BLACK,MERCEDEZ,15116,2017,1/18/2017 16:11
Dog Senior Citizen or Disability Neutered Male,VIZSLA,CINNAMON,MURPHY,15126,2017,2/28/2017 16:01
Dog Individual Spayed Female,MIXED,WHITE/BLACK,SOPHIE,15090,2017,12/13/2016 15:54
Dog Senior Citizen or Disability Spayed Female,GOLDEN RETRIEVER,BLONDE,KAYCEE MORGAN THORPE,15227,2017,2/10/2017 16:18
Dog Individual Neutered Male,GREAT DANE,BLACK,ACE,15238,2017,12/13/2016 10:52
Dog Individual Neutered Male,LAB MIX,BROWN,HUNTER,15237,2017,1/25/2017 9:03
Dog Senior Citizen or Disability Neutered Male,GOLDEN RETRIEVER,GOLD,BUDDY,15102,2017,12/14/2016 8:40
Dog Individual Neutered Male,MIXED,WHITE/BROWN,KONA,15017,2017,4/26/2017 9:42
Dog Senior Citizen or Disability Spayed Female,MIXED,BLACK,MADDIE,15090,2017,5/10/2017 16:20
Dog Individual Male,CHIHUAHUA,BLACK/BROWN,TUBBIE,15209,2017,2/13/2017 8:36
Dog Individual Neutered Male,BICHON FRISE,WHITE,ZIGGY,15146,2017,12/13/2016 14:16
Dog Individual Spayed Female,AKITA,BLACK,MAKOTO,15143,2017,12/1/2016 16:07
Dog Senior Citizen or Disability Neutered Male,LAB MIX,BLACK,RADAR,15148,2017,12/16/2016 8:40
Dog Senior Citizen or Disability Male,LAB MIX,WHITE/BLACK,BAGGER,15235,2017,1/5/2017 16:35
Dog Individual Spayed Female,PARSON RUSSELL TERR,WHITE/BROWN,JENNY,15215,2017,5/1/2017 16:22
Dog Senior Citizen or Disability Spayed Female,SHIH TZU,WHITE,MUFFLIN,15135,2017,1/24/2017 16:31
Dog Individual Female,SHETLAND SHEEPDOG,WHITE/BLACK/BROWN,BELANNA,15116,2017,12/13/2016 13:52
Dog Individual Neutered Male,MIXED,BLACK/BROWN,MAX,15132,2017,1/4/2017 10:23
Dog Individual Neutered Male,LAB MIX,BLACK,DAKOTA,15236,2017,1/6/2017 14:42
Dog Senior Citizen or Disability Spayed Female,CAV KING CHAR SPANI,RED,KENZIE,15101,2017,2/13/2017 11:54
Dog Individual Spayed Female,SHETLAND SHEEP MIX,BLACK/BROWN,RILEY,15120,2017,12/20/2016 15:39
Dog Senior Citizen or Disability Duplicate,MIXED,WHITE/TAN,MUNCHKIN,15101,2017,8/28/2017 14:37
Dog Senior Citizen or Disability Neutered Male,SCHNAUZER MIN,WHITE,MUGSEY,15102,2017,1/10/2017 16:19
Dog Individual Male,ROTTWEILER,BLACK,CHILL,15218,2017,12/6/2016 8:36
Dog Individual Neutered Male,SHIH TZU,SPOTTED,MOCHA,15122,2017,4/21/2017 16:14
Dog Individual Spayed Female,COCKAPOO,WHITE,MADDIE,15065,2017,1/10/2017 10:31
Dog Senior Citizen or Disability Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK,MAX,15234,2017,5/4/2017 15:33
Dog Senior Citizen or Disability Spayed Female,POODLE TOY,BLACK,DOLLY ANN,15037,2017,12/28/2016 16:14
Dog Senior Citizen or Disability Female,CHIHUAHUA,WHITE/BROWN,SNOW FLAKE,15044,2017,2/15/2017 15:55
Dog Senior Citizen or Disability Spayed Female,LABRADOODLE,TAN,TASHA,15102,2017,1/19/2017 8:43
Dog Individual Neutered Male,BEAGLE,BROWN,BISCUIT,15045,2017,12/22/2016 8:56
Dog Individual Spayed Female,SHIH TZU,WHITE/YELLOW,CHLOE,15090,2017,2/13/2017 8:36
Dog Individual Neutered Male,LABRADOR RETRIEVER,RED,VANDY,15238,2017,5/2/2017 14:24
Dog Individual Male,GOLDEN RETRIEVER,BROWN,BUDDY,15122,2017,5/8/2017 9:02
Dog Individual Spayed Female,LABRADOR RETRIEVER,CHOCOLATE,TOOTSIE,15108,2017,12/12/2016 8:44
Dog Individual Spayed Female,BEAGLE,BLACK,SALLY,15120,2017,1/6/2017 15:18
Dog Senior Citizen or Disability Spayed Female,BEAGLE,WHITE/BLACK/BROWN,VIOLET,15143,2017,12/12/2016 8:44
Dog Individual Neutered Male,ROTTWEILER,BLACK/BROWN,TYSON,15220,2017,1/3/2017 15:04
Dog Individual Female,COCKER SPANIEL,TAN,LILY,15014,2017,1/3/2017 14:04
Dog Individual Spayed Female,BEAGLE,MULTI,JESSE,15221,2017,4/21/2017 16:14
Dog Senior Citizen or Disability Spayed Female,OLD ENG SHEEPDOG,WHITE/BLACK,PHOEBE,15122,2017,1/5/2017 16:35
Dog Individual Neutered Male,BEAGLE,WHITE/LIVER,CARMARTHEN,15102,2017,4/25/2017 15:58
Dog Individual Spayed Female,LABRADOR RETRIEVER,YELLOW,AUTUMN,15102,2017,12/28/2016 8:42
Dog Individual Spayed Female,WELSH CORGI CARDIGA,WHITE/TAN,TEMBY,15102,2017,4/25/2017 15:58
Dog Individual Neutered Male,PARSON RUSSELL TERR,MULTI,BUDDY,15108,2017,12/13/2016 10:51
Dog Individual Neutered Male,PARSON RUSSELL TERR,WHITE/BROWN,MONTY,15025,2017,1/18/2017 16:11
Dog Individual Spayed Female,SHIH TZU,WHITE/BLACK,PRINCESS,15129,2017,3/28/2017 8:45
Dog Individual Neutered Male,MIXED,BLACK/BROWN,TINKER,15147,2017,1/5/2017 16:35
Dog Individual Spayed Female,MIXED,WHITE,LILLY,15014,2017,1/6/2017 14:52
Dog Individual Spayed Female,LABRADOR RETRIEVER,CHOCOLATE,MATTIE,15017,2017,1/9/2017 14:19
Dog Individual Neutered Male,LABRADOR RETRIEVER,BLACK,VIRGIL,15017,2017,1/9/2017 14:19
Dog Individual Spayed Female,YORKSHIRE TERRIER,BLACK/BROWN,IZZY,15239,2017,1/17/2017 14:56
Dog Individual Male,AM PIT BULL TERRIER,BROWN,RUFUS,15239,2017,12/29/2016 16:05
Dog Individual Neutered Male,AM PIT BULL TERRIER,BROWN,RUFUS,15239,2017,12/29/2016 16:05
Dog Individual Spayed Female,MIXED,BROWN,RUTH,15090,2017,1/23/2017 10:52
Dog Individual Neutered Male,BOXER,FAWN,BOJANGLES,15227,2017,4/28/2017 12:01
Dog Senior Citizen or Disability Spayed Female,MIXED,SPOTTED,DARCEY,15229,2017,3/1/2017 15:42
Dog Senior Citizen or Disability Duplicate,MIXED,SPOTTED,DARCEY,15229,2017,3/15/2017 15:49
Dog Individual Spayed Female,GER SHEPHERD,BLACK/BROWN,AMBER,15214,2017,1/11/2017 11:06
Dog Individual Spayed Female,ENG BULLDOG,BROWN,PEACHES,15202,2017,5/2/2017 9:27
Dog Senior Citizen or Disability Spayed Female,BEAGLE,WHITE/BLACK,CAMI,15241,2017,1/23/2017 9:45
Dog Individual Female,SCHNOODLE,WHITE/BROWN,AGATHA,15228,2017,1/18/2017 16:11
